Model,Production_Year,Number_of_Engines,Engine_Type,Capacity,Range_km,Fuel_Consumption_Lph,Hourly_Maintenance_Cost,Age,Sales_Region,Price_USD,Cost_Per_Seat,Maintenance_Cost_Per_Seat,Fuel_Efficiency,Range_Efficiency,Aircraft_Size,Age_Category
Airbus A350,2000,2,Turbofan,350,14800,13.4,4554.67,23,Afrika,366403164.92,1046866.1854857143,13.013342857142858,0.038285714285714284,1104.4776119402984,Very Large,Old
Airbus A320,1988,2,Turbofan,180,6300,5.95,710.66,35,Afrika,68500732.57,380559.6253888889,3.948111111111111,0.03305555555555555,1058.8235294117646,Large,Old
Boeing 777,2019,2,Turbofan,396,15600,4.4,3784.99,4,Güney Amerika,715629044.65,1807144.0521464646,9.558055555555555,0.011111111111111112,3545.454545454545,Very Large,New
Bombardier CRJ200,1986,2,Turbofan,50,3000,3.52,4825.44,37,Asya,11919774.63,238395.49260000003,96.5088,0.0704,852.2727272727273,Medium,Old
Boeing 737,1981,2,Turbofan,162,5700,4.99,3693.05,42,Asya,60626537.16,374237.8837037037,22.796604938271606,0.03080246913580247,1142.2845691382765,Large,Old
Boeing 737,2001,2,Turbofan,162,5700,6.16,1111.58,22,Asya,70493949.46,435147.83617283945,6.861604938271604,0.03802469135802469,925.3246753246754,Large,Old
Boeing 777,2002,2,Turbofan,396,15600,13.69,2038.94,21,Avrupa,394936248.41,997313.7586111112,5.148838383838384,0.03457070707070707,1139.5178962746531,Very Large,Old
Bombardier CRJ200,1989,2,Turbofan,50,3000,6.16,1974.45,34,Avrupa,12740405.1,254808.10199999998,39.489000000000004,0.1232,487.012987012987,Medium,Old
Boeing 777,1984,2,Turbofan,396,15600,10.75,1969.22,39,Kuzey Amerika,305483400.06,771422.7274242424,4.972777777777778,0.027146464646464648,1451.1627906976744,Very Large,Old
Cessna 172,2000,1,Piston,4,1285,10.89,1170.9,23,Güney Amerika,245173.0,61293.25,292.725,2.7225,117.9981634527089,Small,Old
Airbus A350,2010,2,Turbofan,350,14800,3.4,1484.76,13,Kuzey Amerika,533698554.52,1524853.0129142858,4.242171428571429,0.009714285714285713,4352.941176470588,Very Large,Mid-Age
Bombardier CRJ200,1991,2,Turbofan,50,3000,7.01,3759.03,32,Kuzey Amerika,12354741.45,247094.829,75.1806,0.1402,427.96005706134093,Medium,Old
Boeing 777,1986,2,Turbofan,396,15600,12.57,830.2,37,Güney Amerika,338888710.47,855779.5718939395,2.0964646464646464,0.031742424242424246,1241.0501193317423,Very Large,Old
Airbus A320,1989,2,Turbofan,180,6300,2.59,4526.07,34,Avrupa,81846927.66,454705.15366666665,25.14483333333333,0.014388888888888889,2432.4324324324325,Large,Old
Airbus A350,1987,2,Turbofan,350,14800,11.78,1408.19,36,Güney Amerika,334201177.44,954860.5069714285,4.0234000000000005,0.03365714285714286,1256.3667232597625,Very Large,Old
Cessna 172,2015,1,Piston,4,1285,17.83,1911.64,8,Avustralya,390874.37,97718.5925,477.91,4.4575,72.06954570947842,Small,Mid-Age
Airbus A350,1997,2,Turbofan,350,14800,11.96,695.96,26,Avustralya,373609973.45,1067457.067,1.988457142857143,0.034171428571428575,1237.458193979933,Very Large,Old
Airbus A320,1987,2,Turbofan,180,6300,7.53,3076.13,36,Avustralya,74207640.64,412264.6702222222,17.08961111111111,0.041833333333333333,836.6533864541832,Large,Old
Airbus A320,2008,2,Turbofan,180,6300,10.7,4607.97,15,Asya,105286733.5,584926.2972222222,25.599833333333336,0.05944444444444444,588.785046728972,Large,Mid-Age
Boeing 737,1988,2,Turbofan,162,5700,9.45,2470.94,35,Afrika,68701195.0,424081.45061728393,15.252716049382716,0.05833333333333333,603.1746031746032,Large,Old
Airbus A350,2004,2,Turbofan,350,14800,7.55,4639.52,19,Afrika,495975171.33,1417071.9180857143,13.25577142857143,0.02157142857142857,1960.2649006622516,Very Large,Old
Airbus A320,1981,2,Turbofan,180,6300,10.32,1820.35,42,Güney Amerika,92072169.07,511512.05038888886,10.113055555555555,0.05733333333333333,610.4651162790698,Large,Old
Bombardier CRJ200,2003,2,Turbofan,50,3000,3.99,2389.94,20,Afrika,12231353.5,244627.07,47.7988,0.07980000000000001,751.8796992481202,Medium,Old
Airbus A350,1981,2,Turbofan,350,14800,7.39,1243.57,42,Afrika,425635149.35,1216100.4267142857,3.5530571428571425,0.021114285714285714,2002.706359945873,Very Large,Old
Bombardier CRJ200,2016,2,Turbofan,50,3000,7.37,4038.32,7,Kuzey Amerika,20916179.51,418323.59020000004,80.7664,0.1474,407.05563093622794,Medium,Mid-Age
Boeing 777,1985,2,Turbofan,396,15600,12.35,1585.5,38,Kuzey Amerika,474340065.52,1197828.4482828283,4.003787878787879,0.031186868686868686,1263.157894736842,Very Large,Old
Boeing 737,1991,2,Turbofan,162,5700,8.82,878.96,32,Avrupa,59217867.37,365542.3911728395,5.425679012345679,0.05444444444444445,646.2585034013605,Large,Old
Airbus A350,1989,2,Turbofan,350,14800,7.32,3775.06,34,Asya,413249556.89,1180713.0196857143,10.785885714285714,0.020914285714285715,2021.8579234972676,Very Large,Old
Bombardier CRJ200,1992,2,Turbofan,50,3000,9.76,2397.03,31,Avustralya,14347057.71,286941.1542,47.9406,0.19519999999999998,307.3770491803279,Medium,Old
Boeing 777,1998,2,Turbofan,396,15600,4.51,4762.62,25,Avustralya,353455712.8,892564.9313131314,12.026818181818182,0.011388888888888888,3458.980044345898,Very Large,Old
Boeing 737,2002,2,Turbofan,162,5700,3.71,3318.64,21,Güney Amerika,66224069.55,408790.5527777778,20.485432098765433,0.022901234567901236,1536.388140161725,Large,Old
Airbus A350,1981,2,Turbofan,350,14800,12.77,4470.56,42,Güney Amerika,351213472.25,1003467.0635714285,12.773028571428572,0.03648571428571428,1158.966327329679,Very Large,Old
Boeing 777,1996,2,Turbofan,396,15600,11.12,2746.92,27,Avrupa,475320816.13,1200305.0912373737,6.9366666666666665,0.028080808080808078,1402.8776978417268,Very Large,Old
Boeing 737,2011,2,Turbofan,162,5700,6.65,851.55,12,Kuzey Amerika,98450710.11,607720.4327777778,5.256481481481481,0.04104938271604938,857.1428571428571,Large,Mid-Age
Airbus A320,1983,2,Turbofan,180,6300,9.22,4833.79,40,Avustralya,79060050.44,439222.50244444446,26.854388888888888,0.051222222222222225,683.297180043384,Large,Old
Airbus A320,1999,2,Turbofan,180,6300,4.41,3229.8,24,Kuzey Amerika,77912619.68,432847.88711111114,17.943333333333335,0.0245,1428.5714285714284,Large,Old
Airbus A350,2007,2,Turbofan,350,14800,10.69,1781.09,16,Kuzey Amerika,516476547.49,1475647.2785428572,5.0888285714285715,0.030542857142857142,1384.4714686623013,Very Large,Old
Boeing 737,1997,2,Turbofan,162,5700,2.65,1896.4,26,Avustralya,60196188.25,371581.4089506173,11.706172839506173,0.016358024691358025,2150.943396226415,Large,Old
Bombardier CRJ200,2009,2,Turbofan,50,3000,2.97,783.97,14,Avustralya,18952623.53,379052.4706,15.679400000000001,0.0594,1010.10101010101,Medium,Mid-Age
Boeing 737,2001,2,Turbofan,162,5700,4.31,1632.91,22,Güney Amerika,66029149.43,407587.34216049383,10.079691358024691,0.026604938271604935,1322.5058004640373,Large,Old
Boeing 737,1988,2,Turbofan,162,5700,4.26,4121.13,35,Güney Amerika,70389878.61,434505.4235185185,25.439074074074075,0.026296296296296293,1338.0281690140846,Large,Old
Boeing 737,2016,2,Turbofan,162,5700,10.94,2717.96,7,Asya,121288950.17,748697.223271605,16.77753086419753,0.06753086419753086,521.0237659963437,Large,Mid-Age
Boeing 777,2004,2,Turbofan,396,15600,4.97,4661.7,19,Avrupa,575397980.44,1453025.2031313132,11.771969696969697,0.01255050505050505,3138.8329979879277,Very Large,Old
Airbus A350,2004,2,Turbofan,350,14800,13.49,2721.74,19,Afrika,491316806.87,1403762.3053428573,7.7764,0.03854285714285714,1097.1089696071165,Very Large,Old
Boeing 737,2023,2,Turbofan,162,5700,4.47,1669.46,0,Kuzey Amerika,110580111.7,682593.2820987655,10.305308641975309,0.027592592592592592,1275.1677852348994,Large,New
Bombardier CRJ200,2004,2,Turbofan,50,3000,9.98,2564.61,19,Kuzey Amerika,13734019.06,274680.3812,51.2922,0.1996,300.6012024048096,Medium,Old
Boeing 777,2012,2,Turbofan,396,15600,14.29,3261.02,11,Afrika,555479349.6,1402725.6303030304,8.23489898989899,0.03608585858585858,1091.672498250525,Very Large,Mid-Age
Airbus A350,2001,2,Turbofan,350,14800,12.18,3536.34,22,Avrupa,359432985.37,1026951.3867714286,10.103828571428572,0.0348,1215.1067323481118,Very Large,Old
Boeing 777,1996,2,Turbofan,396,15600,12.49,2544.2,27,Güney Amerika,365484985.84,922941.8834343434,6.424747474747474,0.03154040404040404,1248.9991993594876,Very Large,Old
Airbus A320,2011,2,Turbofan,180,6300,13.01,2553.35,12,Kuzey Amerika,107582882.21,597682.6789444444,14.185277777777777,0.07227777777777777,484.24289008455037,Large,Mid-Age
Boeing 777,1985,2,Turbofan,396,15600,2.3,4417.99,38,Afrika,385523733.74,973544.7821717171,11.156540404040404,0.005808080808080807,6782.608695652174,Very Large,Old
Bombardier CRJ200,1985,2,Turbofan,50,3000,4.4,1921.07,38,Avustralya,12317617.79,246352.3558,38.4214,0.08800000000000001,681.8181818181818,Medium,Old
Boeing 777,2012,2,Turbofan,396,15600,14.64,4604.14,11,Asya,651957128.33,1646356.3846717172,11.626616161616163,0.03696969696969697,1065.5737704918033,Very Large,Mid-Age
Boeing 737,1988,2,Turbofan,162,5700,5.05,2736.94,35,Asya,59737077.67,368747.3930246914,16.89469135802469,0.031172839506172837,1128.7128712871288,Large,Old
Airbus A320,1984,2,Turbofan,180,6300,2.53,3688.67,39,Avrupa,73279816.44,407110.09133333334,20.49261111111111,0.014055555555555554,2490.118577075099,Large,Old
Boeing 777,1984,2,Turbofan,396,15600,9.91,731.12,39,Avrupa,452531952.97,1142757.4569949496,1.8462626262626263,0.025025252525252527,1574.167507568113,Very Large,Old
Boeing 737,1980,2,Turbofan,162,5700,3.37,2901.31,43,Avustralya,62505618.4,385837.15061728394,17.909320987654322,0.02080246913580247,1691.394658753709,Large,Old
Boeing 737,2001,2,Turbofan,162,5700,3.9,2693.82,22,Güney Amerika,66747687.95,412022.76512345683,16.62851851851852,0.024074074074074074,1461.5384615384617,Large,Old
Boeing 737,1989,2,Turbofan,162,5700,5.69,4404.69,34,Güney Amerika,67680469.71,417780.6772222222,27.18944444444444,0.03512345679012346,1001.7574692442881,Large,Old
Bombardier CRJ200,2009,2,Turbofan,50,3000,4.5,3191.21,14,Avustralya,19302070.7,386041.414,63.8242,0.09,666.6666666666666,Medium,Mid-Age
Boeing 777,2022,2,Turbofan,396,15600,2.62,1493.17,1,Asya,722569994.1,1824671.7022727274,3.770631313131313,0.006616161616161616,5954.198473282442,Very Large,New
Cessna 172,1987,1,Piston,4,1285,24.66,4249.15,36,Asya,187620.98,46905.245,1062.2875,6.165,52.10867802108678,Small,Old
Bombardier CRJ200,1988,2,Turbofan,50,3000,7.71,3895.8,35,Avrupa,12737770.81,254755.4162,77.916,0.1542,389.10505836575874,Medium,Old
Bombardier CRJ200,1985,2,Turbofan,50,3000,12.62,3298.21,38,Avrupa,11599135.75,231982.715,65.9642,0.25239999999999996,237.71790808240888,Medium,Old
Boeing 737,1985,2,Turbofan,162,5700,7.51,3432.14,38,Asya,65106370.48,401891.17580246914,21.18604938271605,0.046358024691358024,758.9880159786951,Large,Old
Airbus A350,2023,2,Turbofan,350,14800,6.26,3821.19,0,Avrupa,746032626.48,2131521.7899428573,10.917685714285714,0.017885714285714286,2364.2172523961663,Very Large,New
Airbus A320,1983,2,Turbofan,180,6300,12.0,4222.42,40,Avustralya,74383791.25,413243.28472222225,23.45788888888889,0.06666666666666667,525.0,Large,Old
Boeing 737,2004,2,Turbofan,162,5700,12.31,1783.38,19,Kuzey Amerika,85253601.32,526256.7982716049,11.00851851851852,0.07598765432098765,463.03818034118603,Large,Old
Bombardier CRJ200,2013,2,Turbofan,50,3000,12.13,4719.82,10,Avrupa,16582375.05,331647.501,94.3964,0.2426,247.32069249793898,Medium,Mid-Age
Airbus A350,1992,2,Turbofan,350,14800,5.04,2865.87,31,Avustralya,393961978.26,1125605.6521714285,8.1882,0.0144,2936.5079365079364,Very Large,Old
Airbus A350,2018,2,Turbofan,350,14800,7.03,4136.05,5,Avustralya,643842492.76,1839549.9793142858,11.817285714285715,0.020085714285714287,2105.2631578947367,Very Large,New
Airbus A320,2010,2,Turbofan,180,6300,6.33,4208.67,13,Kuzey Amerika,128815551.99,715641.9554999999,23.3815,0.035166666666666666,995.260663507109,Large,Mid-Age
Bombardier CRJ200,2023,2,Turbofan,50,3000,10.0,2480.6,0,Güney Amerika,24855266.27,497105.3254,49.611999999999995,0.2,300.0,Medium,New
Boeing 737,2008,2,Turbofan,162,5700,13.25,4277.27,15,Avrupa,113264791.67,699165.3806790124,26.402901234567903,0.08179012345679013,430.188679245283,Large,Mid-Age
Airbus A320,1992,2,Turbofan,180,6300,6.27,2589.01,31,Kuzey Amerika,87233550.11,484630.8339444444,14.38338888888889,0.034833333333333334,1004.7846889952153,Large,Old
Airbus A320,2014,2,Turbofan,180,6300,12.69,2321.26,9,Güney Amerika,119596975.93,664427.6440555556,12.89588888888889,0.0705,496.45390070921985,Large,Mid-Age
Airbus A320,1987,2,Turbofan,180,6300,6.37,1689.55,36,Avustralya,85250836.7,473615.75944444444,9.386388888888888,0.035388888888888886,989.010989010989,Large,Old
Boeing 737,1992,2,Turbofan,162,5700,2.35,4294.67,31,Avrupa,65201783.22,402480.1433333333,26.51030864197531,0.014506172839506174,2425.531914893617,Large,Old
Boeing 777,1994,2,Turbofan,396,15600,4.95,3379.53,29,Avrupa,390308120.87,985626.5678535354,8.534166666666668,0.0125,3151.5151515151515,Very Large,Old
Airbus A350,2020,2,Turbofan,350,14800,13.21,1486.15,3,Güney Amerika,679563089.98,1941608.8285142859,4.246142857142857,0.03774285714285715,1120.3633610900831,Very Large,New
Boeing 777,2018,2,Turbofan,396,15600,12.85,2392.3,5,Afrika,749308882.08,1892194.1466666667,6.041161616161617,0.03244949494949495,1214.0077821011673,Very Large,New
Airbus A320,2007,2,Turbofan,180,6300,4.04,1966.78,16,Kuzey Amerika,106989677.1,594387.095,10.926555555555556,0.022444444444444444,1559.4059405940593,Large,Old
Boeing 777,1995,2,Turbofan,396,15600,9.01,3689.3,28,Güney Amerika,378337109.1,955396.7401515152,9.316414141414143,0.022752525252525253,1731.4095449500555,Very Large,Old
Boeing 737,2021,2,Turbofan,162,5700,2.52,3446.85,2,Avustralya,131648417.25,812644.550925926,21.276851851851852,0.015555555555555555,2261.904761904762,Large,New
Boeing 777,1998,2,Turbofan,396,15600,11.32,3243.12,25,Avrupa,348229124.21,879366.4752777778,8.18969696969697,0.028585858585858586,1378.0918727915193,Very Large,Old
Boeing 737,1983,2,Turbofan,162,5700,12.83,2919.34,40,Asya,59826814.24,369301.3224691358,18.020617283950617,0.07919753086419754,444.27123928293065,Large,Old
Airbus A350,2002,2,Turbofan,350,14800,5.28,1955.96,21,Avustralya,462270120.55,1320771.773,5.588457142857143,0.015085714285714286,2803.030303030303,Very Large,Old
Boeing 737,2019,2,Turbofan,162,5700,14.8,1078.56,4,Afrika,128377214.55,792451.9416666667,6.657777777777778,0.09135802469135802,385.1351351351351,Large,New
Boeing 737,2023,2,Turbofan,162,5700,8.51,3236.28,0,Avustralya,137379546.47,848021.8917901234,19.97703703703704,0.05253086419753086,669.8002350176264,Large,New
Airbus A350,1980,2,Turbofan,350,14800,5.71,1597.84,43,Avustralya,363251298.03,1037860.8515142857,4.565257142857143,0.016314285714285715,2591.9439579684763,Very Large,Old
Bombardier CRJ200,1985,2,Turbofan,50,3000,11.87,1050.85,38,Kuzey Amerika,14096045.58,281920.9116,21.017,0.23739999999999997,252.7379949452401,Medium,Old
Bombardier CRJ200,2018,2,Turbofan,50,3000,6.65,3944.56,5,Avustralya,20511175.61,410223.5122,78.8912,0.133,451.12781954887214,Medium,New
Boeing 737,2016,2,Turbofan,162,5700,2.44,3911.62,7,Kuzey Amerika,121398985.61,749376.4543827161,24.145802469135802,0.015061728395061728,2336.065573770492,Large,Mid-Age
Bombardier CRJ200,2000,2,Turbofan,50,3000,14.6,2980.24,23,Afrika,12124435.73,242488.7146,59.6048,0.292,205.47945205479454,Medium,Old
Boeing 777,2010,2,Turbofan,396,15600,9.39,4430.04,13,Kuzey Amerika,582874091.68,1471904.2719191918,11.186969696969697,0.023712121212121212,1661.3418530351437,Very Large,Mid-Age
Airbus A350,1999,2,Turbofan,350,14800,3.47,2232.95,24,Afrika,388944752.73,1111270.7220857143,6.3798571428571424,0.009914285714285714,4265.129682997118,Very Large,Old
Boeing 777,2014,2,Turbofan,396,15600,6.55,1773.18,9,Avustralya,695241295.42,1755659.8369191918,4.477727272727273,0.01654040404040404,2381.679389312977,Very Large,Mid-Age
Airbus A320,1994,2,Turbofan,180,6300,9.82,1718.14,29,Güney Amerika,88430060.27,491278.1126111111,9.545222222222224,0.05455555555555556,641.5478615071283,Large,Old
Airbus A320,1982,2,Turbofan,180,6300,5.28,2403.97,41,Avustralya,77138999.85,428549.99916666665,13.355388888888887,0.029333333333333336,1193.181818181818,Large,Old
Boeing 777,2006,2,Turbofan,396,15600,5.95,4925.37,17,Afrika,544703316.61,1375513.4257828284,12.43780303030303,0.015025252525252525,2621.8487394957983,Very Large,Old
Airbus A350,2000,2,Turbofan,350,14800,8.65,4711.16,23,Afrika,380681812.32,1087662.3209142857,13.460457142857143,0.024714285714285716,1710.9826589595375,Very Large,Old
Airbus A350,2009,2,Turbofan,350,14800,6.88,511.35,14,Afrika,525295613.09,1500844.6088285714,1.461,0.019657142857142856,2151.1627906976746,Very Large,Mid-Age
Airbus A320,1989,2,Turbofan,180,6300,7.7,4055.12,34,Avustralya,71017986.4,394544.3688888889,22.528444444444442,0.042777777777777776,818.1818181818181,Large,Old
Airbus A350,2006,2,Turbofan,350,14800,9.24,2443.66,17,Asya,545077195.42,1557363.415485714,6.981885714285714,0.0264,1601.7316017316016,Very Large,Old
Airbus A320,2000,2,Turbofan,180,6300,12.68,1887.6,23,Afrika,86746711.07,481926.1726111111,10.486666666666666,0.07044444444444445,496.8454258675079,Large,Old
Bombardier CRJ200,1989,2,Turbofan,50,3000,5.91,3046.7,34,Afrika,10938769.96,218775.3992,60.934,0.1182,507.61421319796955,Medium,Old
Boeing 777,1980,2,Turbofan,396,15600,5.0,3302.12,43,Afrika,342384958.45,864608.4809343434,8.33868686868687,0.012626262626262626,3120.0,Very Large,Old
Bombardier CRJ200,1991,2,Turbofan,50,3000,9.47,4641.5,32,Avrupa,12882908.37,257658.16739999998,92.83,0.1894,316.7898627243928,Medium,Old
Boeing 737,1981,2,Turbofan,162,5700,7.42,1029.05,42,Afrika,65937727.59,407023.00981481484,6.35216049382716,0.04580246913580247,768.1940700808625,Large,Old
Airbus A350,1989,2,Turbofan,350,14800,6.54,3815.4,34,Kuzey Amerika,412345019.43,1178128.6269428572,10.901142857142858,0.018685714285714285,2262.9969418960245,Very Large,Old
Boeing 777,1992,2,Turbofan,396,15600,11.22,4749.79,31,Asya,330014745.21,833370.5687121211,11.994419191919192,0.028333333333333335,1390.374331550802,Very Large,Old
Airbus A350,2005,2,Turbofan,350,14800,9.49,4634.08,18,Avrupa,390437302.06,1115535.1487428572,13.24022857142857,0.027114285714285716,1559.536354056902,Very Large,Old
Boeing 777,2015,2,Turbofan,396,15600,7.42,3678.71,8,Kuzey Amerika,717024744.68,1810668.547171717,9.289671717171718,0.018737373737373737,2102.425876010782,Very Large,Mid-Age
Airbus A320,1992,2,Turbofan,180,6300,8.52,3235.21,31,Afrika,71243010.74,395794.5041111111,17.973388888888888,0.04733333333333333,739.4366197183099,Large,Old
Cessna 172,2011,1,Piston,4,1285,18.33,3308.09,12,Afrika,314342.54,78585.635,827.0225,4.5825,70.1036552100382,Small,Mid-Age
Airbus A350,1990,2,Turbofan,350,14800,12.51,2327.03,33,Afrika,398635415.29,1138958.3294000002,6.648657142857143,0.035742857142857146,1183.0535571542766,Very Large,Old
Bombardier CRJ200,1983,2,Turbofan,50,3000,9.12,3178.03,40,Kuzey Amerika,12155026.75,243100.535,63.5606,0.18239999999999998,328.94736842105266,Medium,Old
Boeing 737,1984,2,Turbofan,162,5700,2.55,2817.22,39,Kuzey Amerika,68440607.03,422472.88290123455,17.390246913580246,0.01574074074074074,2235.294117647059,Large,Old
Bombardier CRJ200,2010,2,Turbofan,50,3000,2.1,812.38,13,Güney Amerika,17555263.94,351105.27880000003,16.2476,0.042,1428.5714285714284,Medium,Mid-Age
Boeing 777,1989,2,Turbofan,396,15600,12.99,2608.53,34,Avrupa,429265442.29,1084003.6421464647,6.58719696969697,0.032803030303030306,1200.9237875288684,Very Large,Old
Airbus A350,2011,2,Turbofan,350,14800,2.69,1246.23,12,Asya,536718050.79,1533480.1451142859,3.560657142857143,0.007685714285714285,5501.858736059479,Very Large,Mid-Age
Boeing 777,2020,2,Turbofan,396,15600,5.48,1362.22,3,Avrupa,818397502.64,2066660.3602020203,3.439949494949495,0.013838383838383839,2846.715328467153,Very Large,New
Boeing 777,2020,2,Turbofan,396,15600,10.8,1480.21,3,Kuzey Amerika,656878058.61,1658782.9762878788,3.7379040404040405,0.027272727272727275,1444.4444444444443,Very Large,New
Bombardier CRJ200,2019,2,Turbofan,50,3000,3.91,910.09,4,Afrika,24047754.77,480955.0954,18.201800000000002,0.0782,767.2634271099744,Medium,New
